uuid,fips,urbanicity,name,type,juvenile_type,operator,capacity,private_name,ice_active,num_facilities,twp,facility_name,address,city,zip,lat,lon,facility_name_2,address_2,city_2,zip_2,lat_2,lon_2,facility_name_3,address_3,city_3,zip_3,lat_3,lon_3,coj_adultm,coj_adultf,coj_juvm, coj_juvf,coj_totgender,adltjuv,state_doc,state_doc_twp,state_doc_total,out_of_state,federal,ice,pretrial,parish_hold,total_pop,map_jails,map_twp,map_private,map_prison,map_juvenile,est_doc_rev,GT_1000_beds_99,GT_1000_beds_19
143,22077,small/mid,Pointe Coupee Parish,Jail,,Sheriff,209,,0,1,0,Pointe Coupee Parish Detention Center,10933 Cajun II Road,New Roads,70760,30.7469141,-91.3836556,,,,,,,,,,,,,125,5,0,0,130,0,23,0,23,0,0,0,41.4,55,78,1,0,0,0,0,221544.05,0,0
144,22079,small/mid,Rapides Parish,Jail,,Sheriff,348,,0,1,0,Rapides Parish Detention Center I,700 Murray Street,Alexandria,71309,31.3091339,-92.4474653,,,,,,,,,,,,,218,64,9,0,291,9,4,0,4,5,0,0,281,21,311,1,0,0,0,0,38529.4,0,1
145,22079,small/mid,Rapides Parish,Jail,,Sheriff,240,,0,1,0,Rapides Parish Detention Center II,400 John Allison Drive,Alexandria,71303,31.3019761,-92.5225784,,,,,,,,,,,,,217,0,0,0,217,0,97,0,97,0,0,0,0,0,97,1,0,0,0,0,934337.95,0,1
146,22079,small/mid,Rapides Parish,Jail,,Sheriff,391,,0,1,0,Rapides Parish Detention Center III,7400 Academy Drive,Alexandria,71303,31.3008376,-92.5214179,,,,,,,,,,,,,384,0,0,0,384,0,255,0,255,28,6,0,18,2,309,1,0,0,0,0,2456249.25,0,1
147,22079,small/mid,Rapides Parish,TWP Facility,,Sheriff,182,,0,1,1,Rapides Parish Transitional Work Program,400 C. John Allison Drive,Alexandria,71303,31.3016446,-92.5224044,,,,,,,,,,,,,124,0,0,0,124,0,0,75,75,0,0,0,0,0,75,0,1,0,0,0,335343.75,0,1
148,22079,small/mid,Rapides Parish,Jail,,Private,400,GEO Group,1,1,0,Alexandria Staging Facility,96 George Thompson Drive,Alexandria,71303,31.31743553,-92.53588982,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,,0,1
149,22079,small/mid,Rapides Parish,Jail,,City,280,,0,1,0,Alexandria City Jail,1000 Bolton Ave,Alexandria,71301,31.3032244,-92.4532293,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,1
150,22079,small/mid,Rapides Parish,Jail,,City,136,,0,1,0,Pineville City Jail,910 Main Street,Pineville,71360,31.3240661,-92.4317654,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,1
151,22079,small/mid,Rapides Parish,Jail,,City,54,,0,1,0,Woodworth City Jail,27 Castor Plunge Road,Woodworth,71485,31.14726,-92.49938,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,1
152,22079,small/mid,Rapides Parish,Juvenile,Non-Secure Residential Group Home,Private,20,,0,1,0,Renaissance Home for Youth,6177 Bayou Rapides Road,Alexandria,71303,31.31293655,-92.52865684,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,0,1
153,22081,rural,Red River Parish,Jail,,Sheriff,76,,0,1,0,Red River Parish Jail,615 East Carroll Drive,Coushatta,71019,32.0142309,-93.3404265,,,,,,,,,,,,,60,0,0,0,60,0,18,0,18,0,0,0,28,0,46,1,0,0,0,0,173382.3,0,0
154,22081,rural,Red River Parish,Juvenile,Non-Secure Intensive Residential,Private,60,,0,1,0,Ware Youth Center - Intensive Residential,3565 Highway 71,Coushatta,71019,32.08275207,-93.37368858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,0,0
155,22083,rural,Richland Parish,Jail,,Sheriff,782,,0,3,1,Richland Parish Detention Center (Male),474 Highway 15,Rayville,71269,32.3881969,-91.9657548,Richland Parish Detention Center (Female),414 Highway 15,Rayville,71269,32.3891777,-91.9661065,Richland Parish TWP,456 Highway 15,Rayville,71269,32.38941778,-91.9661065,,,,,,,505,70,575,0,0,0,21,81,660,1,1,0,0,0,5177324.25,0,0
156,22085,rural,Sabine Parish,Jail,,Sheriff,29,,0,1,0,Sabine Parish Women's Jail,400 South Capitol Street,Many,71449,31.5673365,-93.4838053,,,,,,,,,,,,,0,23,0,1,24,1,8,0,8,0,0,0,0,0,8,1,0,0,0,0,77058.8,0,0
157,22085,rural,Sabine Parish,Jail,,Sheriff,131,,0,1,0,Sabine Parish Detention Center,384 Detention Center Road,Many,71449,31.5592564,-93.4598143,,,,,,,,,,,,,107,0,0,0,107,0,47,0,47,0,0,0,58.5,65,112,1,0,0,0,0,452720.45,0,0
158,22087,suburban,St. Bernard Parish,Jail,,Sheriff,266,,0,1,0,St. Bernard Parish Prison,1900 Paris Road,Chalmette,70043,29.9358329,-89.9675656,,,,,,,,,,,,,195,35,13,0,243,13,8,0,8,0,26,0,155,2,191,1,0,0,0,0,77058.8,0,0
159,22087,suburban,St. Bernard Parish,Juvenile,Detention,Parish,36,,0,1,0,St. Bernard Parish Juvenile Detention Center,1900 Paris Road,Chalmette,70043,29.93605604,-89.96754414,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,0,0
160,22089,suburban,St. Charles Parish,Jail,,Sheriff,608,,0,2,1,St. Charles Correctional Center (Nelson Coleman),5061 Louisiana Highway 3127,Killona,70057,29.9925717,-90.5023208,St. Charles Parish Transitional Work Program,5061 LA Highway 3127,Killona,70057,29.9925717,-90.5023208,,,,,,,458,19,1,0,478,1,150,21,171,0,77,0,83,2,333,1,1,0,0,0,1538748.75,0,0
161,22091,small/mid,St. Helena Parish,Jail,,Sheriff,49,,0,1,0,St. Helena Parish Jail,387 Sitman Street,Greensburg,70441,30.8291395,-90.667044,,,,,,,,,,,,,50,0,0,0,50,0,6,0,6,0,0,0,32,0,38,1,0,0,0,0,57794.1,0,0
162,22093,suburban,St. James Parish,Jail,,Sheriff,124,,0,1,0,St. James Parish Detention Center,5800 Louisiana Highway 44,Convent,70723,29.994163,-90.817492,,,,,,,,,,,,,67,7,0,0,74,0,11,0,11,0,0,0,66,0,77,1,0,0,0,0,105955.85,0,0
163,22095,suburban,St. John the Baptist Parish,Jail,,Sheriff,319,,0,1,0,St. John Parish Correctional Center (Sherman Walker Correctional Center),100 Deputy Barton Granier Drive,LaPlace,70068,30.0722084,-90.5048819,,,,,,,,,,,,,176,6,3,0,185,3,56,0,56,0,0,0,12,0,68,1,0,0,0,0,539411.6,0,0
164,22097,rural,St. Landry Parish,Jail,,City,72,,0,1,0,Eunice City Jail,300 South 2nd Street,Eunice,70535,30.4922303,-92.4155448,,,,,,,,,,,,,32,8,0,0,40,0,,,,,,,,,,1,0,0,0,0,,0,0
165,22097,rural,St. Landry Parish,Jail,,Sheriff,244,,0,1,0,St. Landry Parish Jail,108 South Market,Opelousas,70571,30.5340608,-92.0844201,,,,,,,,,,,,,220,24,0,0,244,0,29,0,29,0,0,0,195.3,217,246,1,0,0,0,0,279338.15,0,0
166,22097,rural,St. Landry Parish,Jail,,City,6,,0,1,0,Arnaudville City Jail,107 Ruedejausiers St,Arnaudville,70512,30.3964198,-91.9353865,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0
167,22097,rural,St. Landry Parish,Jail,,City,103,,0,1,0,Krotz Springs City Jail,224 Main Street,Krotz Springs,70750,30.5369183,-91.7522177,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0
168,22097,rural,St. Landry Parish,Jail,,City,72,,0,1,0,Lafayette City Jail,811 Lee Avenue,Lafayette,70501,30.2218409,-92.0177537,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0
169,22097,rural,St. Landry Parish,Jail,,City,27,,0,1,0,Opelousas City Jail,318 N Court Street,Opelousas,70570,30.5366227,-92.0820718,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0
170,22097,rural,St. Landry Parish,Jail,,City,28,,0,1,0,Palmetto City Jail,224 East Railroad Avenue,Palmetto,71358,30.7170143,-91.8987522,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0
